,atm,bar,bus_stop,drinking_water,fast_food,hospital,hostel,incident_0,incident_1,incident_10,incident_11,incident_12,incident_13,incident_14,incident_15,incident_16,incident_17,incident_18,incident_19,incident_2,incident_20,incident_21,incident_22,incident_23,incident_3,incident_4,incident_5,incident_6,incident_7,incident_8,incident_9,name,nightclub,parking,place_of_worship,points,police,pub,restaurant,shop,taxi
285363291,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Calder Lane,0,0,0,"[{'lon': '151.19512', 'lat': '-33.88986'}, {'lon': '151.19433', 'lat': '-33.8901'}]",0,0,0,0,0
285363292,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lander Lane,0,0,0,"[{'lon': '151.19532', 'lat': '-33.89055'}, {'lon': '151.19398', 'lat': '-33.89092'}]",0,0,0,5,0
285363293,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Street,0,0,0,"[{'lon': '151.19609', 'lat': '-33.88993'}, {'lon': '151.19602', 'lat': '-33.88966'}, {'lon': '151.1967', 'lat': '-33.88871'}]",0,0,1,3,0
2858570,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney Fish Market waterfront,0,0,0,"[{'lon': '151.19241', 'lat': '-33.87393'}, {'lon': '151.19237', 'lat': '-33.87389'}, {'lon': '151.19233', 'lat': '-33.87384'}, {'lon': '151.19196', 'lat': '-33.87322'}, {'lon': '151.19175', 'lat': '-33.87288'}, {'lon': '151.19172', 'lat': '-33.87283'}]",0,0,2,6,0
285861642,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[{'lon': '151.19637', 'lat': '-33.86862'}, {'lon': '151.19641', 'lat': '-33.86867'}]",0,0,0,1,0
285861643,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[{'lon': '151.19637', 'lat': '-33.86906'}, {'lon': '151.19641', 'lat': '-33.86867'}]",0,0,0,2,0
285861644,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"[{'lon': '151.19614', 'lat': '-33.86952'}, {'lon': '151.19712', 'lat': '-33.86965'}]",0,1,0,3,0
285861645,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.19724', 'lat': '-33.86907'}, {'lon': '151.19712', 'lat': '-33.86965'}, {'lon': '151.19708', 'lat': '-33.86986'}, {'lon': '151.19707', 'lat': '-33.86989'}]",0,1,0,2,0
2859038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glebe Tram Stop,0,0,0,"[{'lon': '151.18786', 'lat': '-33.87735'}, {'lon': '151.18793', 'lat': '-33.87721'}]",0,0,0,0,0
2859041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glebe Tram Stop entrance,0,0,0,"[{'lon': '151.18715', 'lat': '-33.87727'}, {'lon': '151.18718', 'lat': '-33.87731'}, {'lon': '151.18728', 'lat': '-33.87742'}, {'lon': '151.18767', 'lat': '-33.8779'}, {'lon': '151.18768', 'lat': '-33.87792'}, {'lon': '151.18768', 'lat': '-33.87794'}, {'lon': '151.18768', 'lat': '-33.87797'}, {'lon': '151.18768', 'lat': '-33.87798'}]",0,1,0,0,0
2859044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Darling Street,0,0,0,"[{'lon': '151.18834', 'lat': '-33.87659'}, {'lon': '151.18859', 'lat': '-33.87691'}, {'lon': '151.18874', 'lat': '-33.87711'}, {'lon': '151.18877', 'lat': '-33.87715'}, {'lon': '151.1888', 'lat': '-33.87719'}, {'lon': '151.18884', 'lat': '-33.87723'}, {'lon': '151.18887', 'lat': '-33.87727'}, {'lon': '151.18892', 'lat': '-33.87734'}, {'lon': '151.18897', 'lat': '-33.87741'}, {'lon': '151.18902', 'lat': '-33.87747'}, {'lon': '151.18965', 'lat': '-33.87828'}, {'lon': '151.18972', 'lat': '-33.87837'}, {'lon': '151.18984', 'lat': '-33.87852'}, {'lon': '151.19022', 'lat': '-33.87901'}, {'lon': '151.19031', 'lat': '-33.87913'}, {'lon': '151.19046', 'lat': '-33.87933'}]",0,0,0,0,0
2859046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bridge Lane,0,0,0,"[{'lon': '151.18859', 'lat': '-33.87691'}, {'lon': '151.18926', 'lat': '-33.87654'}, {'lon': '151.18991', 'lat': '-33.87618'}, {'lon': '151.19035', 'lat': '-33.87594'}]",0,1,0,0,0
2859051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cardigan Street,0,0,0,"[{'lon': '151.19094', 'lat': '-33.87642'}, {'lon': '151.19069', 'lat': '-33.87661'}]",0,0,0,0,0
2859110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bellevue Lane,0,0,0,"[{'lon': '151.19069', 'lat': '-33.87661'}, {'lon': '151.1914', 'lat': '-33.87745'}, {'lon': '151.19213', 'lat': '-33.87843'}]",0,0,0,0,0
2859113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lyndhurst,0,0,0,"[{'lon': '151.19174', 'lat': '-33.87727'}, {'lon': '151.1914', 'lat': '-33.87745'}]",0,0,0,0,0
2859115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park Lane,0,0,0,"[{'lon': '151.19213', 'lat': '-33.87843'}, {'lon': '151.19256', 'lat': '-33.87906'}]",0,0,0,0,0
28596341,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Henderson Road,0,0,0,"[{'lon': '151.19549', 'lat': '-33.89757'}, {'lon': '151.19568', 'lat': '-33.89754'}, {'lon': '151.19572', 'lat': '-33.89754'}, {'lon': '151.19661', 'lat': '-33.89733'}]",0,0,0,1,0
286009677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.18579', 'lat': '-33.86056'}, {'lon': '151.18552', 'lat': '-33.86065'}, {'lon': '151.18508', 'lat': '-33.86084'}, {'lon': '151.18395', 'lat': '-33.86135'}, {'lon': '151.18354', 'lat': '-33.86157'}, {'lon': '151.18329', 'lat': '-33.86176'}, {'lon': '151.18309', 'lat': '-33.86199'}, {'lon': '151.18282', 'lat': '-33.86226'}, {'lon': '151.18263', 'lat': '-33.86238'}, {'lon': '151.18234', 'lat': '-33.86254'}, {'lon': '151.18185', 'lat': '-33.86278'}, {'lon': '151.18158', 'lat': '-33.86295'}, {'lon': '151.18143', 'lat': '-33.86309'}, {'lon': '151.18139', 'lat': '-33.86322'}, {'lon': '151.18135', 'lat': '-33.86331'}, {'lon': '151.18121', 'lat': '-33.86339'}, {'lon': '151.18104', 'lat': '-33.8635'}, {'lon': '151.18091', 'lat': '-33.86357'}, {'lon': '151.18072', 'lat': '-33.86367'}, {'lon': '151.18061', 'lat': '-33.86382'}]",0,0,0,0,0
286009678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.18101', 'lat': '-33.86368'}, {'lon': '151.18106', 'lat': '-33.86362'}, {'lon': '151.18112', 'lat': '-33.86358'}, {'lon': '151.18123', 'lat': '-33.86351'}, {'lon': '151.18132', 'lat': '-33.86346'}, {'lon': '151.18136', 'lat': '-33.86344'}, {'lon': '151.1814', 'lat': '-33.86341'}, {'lon': '151.18146', 'lat': '-33.86335'}]",0,0,0,0,0
286072786,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20019', 'lat': '-33.88604'}, {'lon': '151.20019', 'lat': '-33.88607'}, {'lon': '151.20019', 'lat': '-33.8861'}]",0,0,0,0,0
286072787,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20019', 'lat': '-33.8861'}, {'lon': '151.20019', 'lat': '-33.88623'}, {'lon': '151.20018', 'lat': '-33.88638'}]",0,0,0,0,0
286148001,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small Lane,0,0,0,"[{'lon': '151.19731', 'lat': '-33.88308'}, {'lon': '151.19697', 'lat': '-33.88309'}, {'lon': '151.19674', 'lat': '-33.88311'}, {'lon': '151.19629', 'lat': '-33.88315'}]",0,0,0,0,0
286266034,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Wattle Street,0,0,0,"[{'lon': '151.19835', 'lat': '-33.88361'}, {'lon': '151.19829', 'lat': '-33.88347'}, {'lon': '151.19818', 'lat': '-33.88325'}, {'lon': '151.19748', 'lat': '-33.88209'}, {'lon': '151.19718', 'lat': '-33.8816'}, {'lon': '151.19708', 'lat': '-33.88141'}, {'lon': '151.19695', 'lat': '-33.88118'}, {'lon': '151.19661', 'lat': '-33.88054'}, {'lon': '151.1957', 'lat': '-33.87904'}]",0,0,1,3,0
286344164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21964', 'lat': '-33.86354'}, {'lon': '151.21973', 'lat': '-33.86355'}]",0,0,0,0,0
286344165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21973', 'lat': '-33.86355'}, {'lon': '151.22002', 'lat': '-33.86357'}]",0,0,0,0,0
286360557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury Road,0,0,0,"[{'lon': '151.17912', 'lat': '-33.89102'}, {'lon': '151.17917', 'lat': '-33.891'}]",0,0,0,0,0
286360948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury Road,0,0,0,"[{'lon': '151.1759', 'lat': '-33.89188'}, {'lon': '151.17576', 'lat': '-33.89192'}, {'lon': '151.17565', 'lat': '-33.89193'}, {'lon': '151.17554', 'lat': '-33.89193'}]",0,0,0,3,0
286360949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury Road,0,0,0,"[{'lon': '151.17554', 'lat': '-33.89193'}, {'lon': '151.17513', 'lat': '-33.89187'}]",0,0,0,3,0
286360950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury Road,0,0,0,"[{'lon': '151.17513', 'lat': '-33.89187'}, {'lon': '151.17495', 'lat': '-33.89184'}, {'lon': '151.17483', 'lat': '-33.89182'}]",0,0,0,2,0
286361140,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lennox Street,0,0,0,"[{'lon': '151.17963', 'lat': '-33.89549'}, {'lon': '151.17957', 'lat': '-33.8955'}, {'lon': '151.17849', 'lat': '-33.89583'}, {'lon': '151.17847', 'lat': '-33.89584'}, {'lon': '151.17808', 'lat': '-33.89596'}, {'lon': '151.17739', 'lat': '-33.89616'}, {'lon': '151.17672', 'lat': '-33.89637'}, {'lon': '151.17605', 'lat': '-33.89657'}, {'lon': '151.17556', 'lat': '-33.89672'}]",0,3,0,3,0
286361141,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Australia Street,0,0,0,"[{'lon': '151.17784', 'lat': '-33.89539'}, {'lon': '151.17805', 'lat': '-33.89588'}, {'lon': '151.17808', 'lat': '-33.89596'}, {'lon': '151.17821', 'lat': '-33.89624'}, {'lon': '151.17857', 'lat': '-33.89708'}]",0,3,1,3,0
286361142,1,2,0,0,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,King Street,0,0,0,"[{'lon': '151.18215', 'lat': '-33.89477'}, {'lon': '151.18231', 'lat': '-33.89461'}, {'lon': '151.18267', 'lat': '-33.89423'}]",0,3,2,3,0
286361143,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,King Street,0,0,0,"[{'lon': '151.18267', 'lat': '-33.89423'}, {'lon': '151.18281', 'lat': '-33.8941'}]",0,2,2,4,0
286361144,1,2,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,King Street,0,0,0,"[{'lon': '151.18281', 'lat': '-33.8941'}, {'lon': '151.18309', 'lat': '-33.89385'}, {'lon': '151.18313', 'lat': '-33.89381'}, {'lon': '151.18341', 'lat': '-33.89356'}, {'lon': '151.18346', 'lat': '-33.89351'}, {'lon': '151.18353', 'lat': '-33.89346'}]",0,2,4,7,0
286361145,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,King Street,0,0,0,"[{'lon': '151.18447', 'lat': '-33.89307'}, {'lon': '151.18506', 'lat': '-33.89292'}, {'lon': '151.18574', 'lat': '-33.89274'}, {'lon': '151.18693', 'lat': '-33.89243'}]",0,0,7,9,0
286361435,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missenden Road,0,0,0,"[{'lon': '151.18332', 'lat': '-33.89296'}, {'lon': '151.18353', 'lat': '-33.89346'}]",0,2,2,5,0
286361436,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Longdown Street,0,0,0,"[{'lon': '151.18332', 'lat': '-33.89296'}, {'lon': '151.18286', 'lat': '-33.89309'}, {'lon': '151.18277', 'lat': '-33.89312'}, {'lon': '151.18257', 'lat': '-33.89317'}, {'lon': '151.18225', 'lat': '-33.89326'}]",0,1,2,4,0
286361437,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Campbell Street,0,0,0,"[{'lon': '151.18324', 'lat': '-33.89274'}, {'lon': '151.18424', 'lat': '-33.89247'}, {'lon': '151.18669', 'lat': '-33.8918'}]",0,1,1,10,0
286361438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury Road,0,0,0,"[{'lon': '151.17829', 'lat': '-33.89123'}, {'lon': '151.17826', 'lat': '-33.89124'}, {'lon': '151.17787', 'lat': '-33.89134'}]",0,0,1,0,0
28698549,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20678', 'lat': '-33.88548'}, {'lon': '151.2068', 'lat': '-33.88548'}, {'lon': '151.20688', 'lat': '-33.88553'}]",0,2,0,2,0
287416413,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teggs Lane,0,0,0,"[{'lon': '151.19877', 'lat': '-33.88708'}, {'lon': '151.19991', 'lat': '-33.88722'}]",0,0,0,1,0
287416414,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Little Queen Street,0,0,0,"[{'lon': '151.19876', 'lat': '-33.88681'}, {'lon': '151.19917', 'lat': '-33.8868'}, {'lon': '151.19934', 'lat': '-33.88682'}, {'lon': '151.19997', 'lat': '-33.88689'}]",0,0,0,0,0
287420804,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elim Place,0,0,0,"[{'lon': '151.19507', 'lat': '-33.88524'}, {'lon': '151.19457', 'lat': '-33.88513'}]",0,0,0,4,0
287514196,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gibbons Street,0,0,0,"[{'lon': '151.19983', 'lat': '-33.89167'}, {'lon': '151.19988', 'lat': '-33.89161'}, {'lon': '151.20006', 'lat': '-33.89139'}, {'lon': '151.20045', 'lat': '-33.89115'}]",1,2,0,1,0
287514197,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regent Street,0,0,0,"[{'lon': '151.20069', 'lat': '-33.89184'}, {'lon': '151.20065', 'lat': '-33.89205'}]",1,4,0,0,0
287514198,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regent Street,0,0,0,"[{'lon': '151.20001', 'lat': '-33.89328'}, {'lon': '151.19983', 'lat': '-33.89364'}, {'lon': '151.19979', 'lat': '-33.89372'}, {'lon': '151.19974', 'lat': '-33.89383'}, {'lon': '151.19968', 'lat': '-33.89395'}, {'lon': '151.1994', 'lat': '-33.89447'}]",0,3,0,6,0
287833281,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,George Street,0,0,0,"[{'lon': '151.20406', 'lat': '-33.88278'}, {'lon': '151.20421', 'lat': '-33.88269'}]",0,1,0,1,0
287833866,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2039', 'lat': '-33.88515'}, {'lon': '151.20389', 'lat': '-33.88517'}, {'lon': '151.20383', 'lat': '-33.88521'}, {'lon': '151.20377', 'lat': '-33.88521'}, {'lon': '151.20372', 'lat': '-33.88519'}, {'lon': '151.20369', 'lat': '-33.88515'}, {'lon': '151.20365', 'lat': '-33.88501'}, {'lon': '151.20321', 'lat': '-33.8848'}, {'lon': '151.20313', 'lat': '-33.88477'}]",0,0,0,1,0
28792399,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bridge Lane,1,0,0,"[{'lon': '151.20792', 'lat': '-33.8637'}, {'lon': '151.20788', 'lat': '-33.86406'}, {'lon': '151.20863', 'lat': '-33.86405'}]",0,1,1,1,0
288158610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,News Direct Road,0,0,0,"[{'lon': '151.19054', 'lat': '-33.91579'}, {'lon': '151.19063', 'lat': '-33.91584'}, {'lon': '151.19122', 'lat': '-33.91621'}]",0,0,0,0,0
288158611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,News Direct Road,0,0,0,"[{'lon': '151.19112', 'lat': '-33.91638'}, {'lon': '151.19278', 'lat': '-33.91711'}, {'lon': '151.19386', 'lat': '-33.91743'}]",0,0,0,0,0
288158612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.19258', 'lat': '-33.9188'}, {'lon': '151.19254', 'lat': '-33.91886'}]",0,0,0,0,0
288158613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.19278', 'lat': '-33.91711'}, {'lon': '151.1932', 'lat': '-33.91646'}]",0,0,0,0,0
288158614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,News Direct Road,0,0,0,"[{'lon': '151.19112', 'lat': '-33.91638'}, {'lon': '151.19055', 'lat': '-33.91593'}, {'lon': '151.19046', 'lat': '-33.91588'}]",0,0,0,0,0
288158615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Graphix Row,0,0,0,"[{'lon': '151.19243', 'lat': '-33.91442'}, {'lon': '151.1924', 'lat': '-33.91447'}, {'lon': '151.19122', 'lat': '-33.91621'}, {'lon': '151.19112', 'lat': '-33.91638'}]",0,0,0,1,0
288158616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orchard Road,0,0,0,"[{'lon': '151.19063', 'lat': '-33.91749'}, {'lon': '151.19015', 'lat': '-33.91717'}, {'lon': '151.18968', 'lat': '-33.91689'}, {'lon': '151.18959', 'lat': '-33.91684'}]",0,0,0,0,0
288158617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Industry Drive,0,0,0,"[{'lon': '151.1929', 'lat': '-33.91894'}, {'lon': '151.19283', 'lat': '-33.91891'}, {'lon': '151.19258', 'lat': '-33.9188'}, {'lon': '151.19128', 'lat': '-33.9182'}, {'lon': '151.19078', 'lat': '-33.91758'}]",0,0,0,0,0
288158618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.19268', 'lat': '-33.91892'}, {'lon': '151.19252', 'lat': '-33.91918'}, {'lon': '151.19235', 'lat': '-33.91911'}, {'lon': '151.1925', 'lat': '-33.91885'}, {'lon': '151.19254', 'lat': '-33.91886'}, {'lon': '151.19268', 'lat': '-33.91892'}]",0,0,0,0,0
288158619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Dann Avenue,0,0,0,"[{'lon': '151.19078', 'lat': '-33.91747'}, {'lon': '151.19086', 'lat': '-33.91735'}, {'lon': '151.19097', 'lat': '-33.91722'}, {'lon': '151.19268', 'lat': '-33.91711'}, {'lon': '151.19278', 'lat': '-33.91711'}]",0,0,0,0,0
288158620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.19064', 'lat': '-33.91756'}, {'lon': '151.19063', 'lat': '-33.91749'}, {'lon': '151.19066', 'lat': '-33.91746'}, {'lon': '151.19072', 'lat': '-33.91745'}, {'lon': '151.19078', 'lat': '-33.91747'}, {'lon': '151.19081', 'lat': '-33.91752'}, {'lon': '151.19078', 'lat': '-33.91758'}, {'lon': '151.1907', 'lat': '-33.91759'}, {'lon': '151.19064', 'lat': '-33.91756'}]",0,0,0,0,0
288180459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2107', 'lat': '-33.91497'}, {'lon': '151.21073', 'lat': '-33.91477'}]",0,0,0,0,0
288180462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20872', 'lat': '-33.91493'}, {'lon': '151.20923', 'lat': '-33.91504'}]",0,0,0,0,0
288180466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21138', 'lat': '-33.91572'}, {'lon': '151.21143', 'lat': '-33.91579'}, {'lon': '151.21132', 'lat': '-33.91625'}]",0,0,0,0,0
288180469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21141', 'lat': '-33.91519'}, {'lon': '151.21159', 'lat': '-33.91509'}, {'lon': '151.21164', 'lat': '-33.91472'}]",0,0,0,0,0
288293232,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21491', 'lat': '-33.87008'}, {'lon': '151.21481', 'lat': '-33.87017'}, {'lon': '151.21471', 'lat': '-33.87021'}, {'lon': '151.21461', 'lat': '-33.87024'}]",0,0,0,0,0
288398539,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21421', 'lat': '-33.86074'}, {'lon': '151.21407', 'lat': '-33.86084'}]",0,0,0,0,0
288750103,9,0,0,0,0,0,6,4,4,0,0,1,3,4,0,1,1,4,0,11,1,0,3,4,2,1,1,1,4,0,1,0,0,0,0,"[{'lon': '151.20717', 'lat': '-33.88161'}, {'lon': '151.20739', 'lat': '-33.88142'}, {'lon': '151.2076', 'lat': '-33.88125'}, {'lon': '151.20779', 'lat': '-33.88125'}, {'lon': '151.20793', 'lat': '-33.88131'}]",0,0,0,1,0
289001679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.17501', 'lat': '-33.89155'}, {'lon': '151.17495', 'lat': '-33.89184'}]",0,0,0,2,0
289322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.17763', 'lat': '-33.91899'}, {'lon': '151.17791', 'lat': '-33.91936'}, {'lon': '151.17807', 'lat': '-33.91956'}, {'lon': '151.17824', 'lat': '-33.91967'}, {'lon': '151.17831', 'lat': '-33.9196'}, {'lon': '151.17836', 'lat': '-33.91953'}, {'lon': '151.17844', 'lat': '-33.91957'}, {'lon': '151.1789', 'lat': '-33.91984'}]",0,0,0,0,0
289494786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.22877', 'lat': '-33.90716'}, {'lon': '151.22881', 'lat': '-33.90719'}]",0,0,0,0,0
289679510,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Park Avenue,0,0,0,"[{'lon': '151.20017', 'lat': '-33.88491'}, {'lon': '151.20019', 'lat': '-33.88491'}, {'lon': '151.20093', 'lat': '-33.88489'}, {'lon': '151.20135', 'lat': '-33.88488'}]",0,1,0,2,0
