,atm,bar,bus_stop,drinking_water,fast_food,hospital,hostel,incident_0,incident_1,incident_10,incident_11,incident_12,incident_13,incident_14,incident_15,incident_16,incident_17,incident_18,incident_19,incident_2,incident_20,incident_21,incident_22,incident_23,incident_3,incident_4,incident_5,incident_6,incident_7,incident_8,incident_9,name,nightclub,parking,place_of_worship,points,police,pub,restaurant,shop,taxi
174740179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxford Street,0,0,0,"[{'lon': '151.2169', 'lat': '-33.88061'}, {'lon': '151.21697', 'lat': '-33.88065'}]",0,6,0,4,0
174743358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21102', 'lat': '-33.91169'}, {'lon': '151.2118', 'lat': '-33.91095'}, {'lon': '151.21184', 'lat': '-33.91092'}, {'lon': '151.21186', 'lat': '-33.91089'}, {'lon': '151.21255', 'lat': '-33.91024'}, {'lon': '151.21271', 'lat': '-33.91004'}, {'lon': '151.21276', 'lat': '-33.90998'}, {'lon': '151.21284', 'lat': '-33.90986'}, {'lon': '151.21284', 'lat': '-33.90985'}, {'lon': '151.21288', 'lat': '-33.90959'}, {'lon': '151.21292', 'lat': '-33.90939'}, {'lon': '151.21301', 'lat': '-33.9089'}, {'lon': '151.21307', 'lat': '-33.9086'}, {'lon': '151.21311', 'lat': '-33.90846'}, {'lon': '151.2132', 'lat': '-33.90798'}, {'lon': '151.21327', 'lat': '-33.9076'}, {'lon': '151.21334', 'lat': '-33.90724'}]",0,0,0,4,0
174743359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20817', 'lat': '-33.9066'}, {'lon': '151.20814', 'lat': '-33.90665'}, {'lon': '151.20806', 'lat': '-33.9068'}]",0,0,0,0,0
174743370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21202', 'lat': '-33.90519'}, {'lon': '151.21117', 'lat': '-33.90486'}, {'lon': '151.21048', 'lat': '-33.9046'}, {'lon': '151.20982', 'lat': '-33.90434'}, {'lon': '151.20952', 'lat': '-33.90423'}]",0,0,0,2,0
174743372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2097', 'lat': '-33.90386'}, {'lon': '151.2096', 'lat': '-33.90383'}, {'lon': '151.20951', 'lat': '-33.90382'}]",0,0,0,0,0
174743388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20951', 'lat': '-33.90382'}, {'lon': '151.20948', 'lat': '-33.90377'}, {'lon': '151.2092', 'lat': '-33.90367'}, {'lon': '151.20907', 'lat': '-33.90363'}, {'lon': '151.20897', 'lat': '-33.9036'}, {'lon': '151.20891', 'lat': '-33.90358'}, {'lon': '151.20782', 'lat': '-33.90338'}, {'lon': '151.20733', 'lat': '-33.90315'}, {'lon': '151.20728', 'lat': '-33.90314'}, {'lon': '151.20724', 'lat': '-33.90312'}, {'lon': '151.20722', 'lat': '-33.9031'}]",0,0,0,0,0
174743389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20952', 'lat': '-33.90423'}, {'lon': '151.20955', 'lat': '-33.90418'}, {'lon': '151.2096', 'lat': '-33.90409'}, {'lon': '151.20962', 'lat': '-33.90404'}]",0,0,0,0,0
174743394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20886', 'lat': '-33.90541'}, {'lon': '151.2089', 'lat': '-33.90533'}, {'lon': '151.20895', 'lat': '-33.90524'}, {'lon': '151.20898', 'lat': '-33.90519'}]",0,0,0,0,0
174745735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20717', 'lat': '-33.90303'}, {'lon': '151.20716', 'lat': '-33.90303'}]",0,0,0,0,0
174745739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20686', 'lat': '-33.90283'}, {'lon': '151.20649', 'lat': '-33.90278'}, {'lon': '151.2064', 'lat': '-33.90277'}]",0,0,0,0,0
174747794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sutherland Street,0,0,0,"[{'lon': '151.20085', 'lat': '-33.92625'}, {'lon': '151.20145', 'lat': '-33.92334'}, {'lon': '151.20154', 'lat': '-33.9229'}, {'lon': '151.20161', 'lat': '-33.92257'}, {'lon': '151.20169', 'lat': '-33.9222'}]",0,0,0,0,0
174842816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20817', 'lat': '-33.9066'}, {'lon': '151.2091', 'lat': '-33.9069'}, {'lon': '151.20919', 'lat': '-33.90691'}, {'lon': '151.2094', 'lat': '-33.90692'}, {'lon': '151.20984', 'lat': '-33.90686'}, {'lon': '151.21017', 'lat': '-33.90679'}, {'lon': '151.21023', 'lat': '-33.90677'}, {'lon': '151.21044', 'lat': '-33.90671'}, {'lon': '151.21061', 'lat': '-33.90665'}, {'lon': '151.21121', 'lat': '-33.90626'}, {'lon': '151.21132', 'lat': '-33.90615'}, {'lon': '151.21172', 'lat': '-33.90576'}, {'lon': '151.212', 'lat': '-33.90528'}, {'lon': '151.21202', 'lat': '-33.90519'}]",0,0,0,2,0
174842817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolseley Grove,0,0,0,"[{'lon': '151.21128', 'lat': '-33.90483'}, {'lon': '151.2112', 'lat': '-33.90481'}, {'lon': '151.21112', 'lat': '-33.90478'}, {'lon': '151.21054', 'lat': '-33.90456'}, {'lon': '151.21051', 'lat': '-33.90455'}, {'lon': '151.20955', 'lat': '-33.90418'}, {'lon': '151.20948', 'lat': '-33.90415'}]",0,0,0,0,0
174842819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Victoria Park Parade,0,0,0,"[{'lon': '151.21127', 'lat': '-33.90469'}, {'lon': '151.21126', 'lat': '-33.90473'}, {'lon': '151.2112', 'lat': '-33.90481'}, {'lon': '151.21118', 'lat': '-33.90484'}, {'lon': '151.21117', 'lat': '-33.90486'}, {'lon': '151.2106', 'lat': '-33.90588'}, {'lon': '151.21055', 'lat': '-33.90597'}, {'lon': '151.21016', 'lat': '-33.90669'}, {'lon': '151.21017', 'lat': '-33.90679'}, {'lon': '151.21018', 'lat': '-33.90682'}, {'lon': '151.21021', 'lat': '-33.90687'}]",0,0,0,0,0
174842822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20817', 'lat': '-33.9066'}, {'lon': '151.20859', 'lat': '-33.90587'}, {'lon': '151.20886', 'lat': '-33.90541'}]",0,0,0,0,0
174867540,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Mary Ann Street,0,0,0,"[{'lon': '151.20132', 'lat': '-33.88045'}, {'lon': '151.20087', 'lat': '-33.88063'}, {'lon': '151.20069', 'lat': '-33.88069'}, {'lon': '151.20046', 'lat': '-33.88077'}, {'lon': '151.20037', 'lat': '-33.8808'}]",0,0,0,0,0
174867541,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ultimo Road,0,0,0,"[{'lon': '151.2013', 'lat': '-33.88141'}, {'lon': '151.20119', 'lat': '-33.88146'}, {'lon': '151.20084', 'lat': '-33.8816'}]",0,0,0,1,0
174867542,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ultimo Road,0,1,0,"[{'lon': '151.20196', 'lat': '-33.88113'}, {'lon': '151.20173', 'lat': '-33.88123'}, {'lon': '151.20161', 'lat': '-33.88128'}, {'lon': '151.20157', 'lat': '-33.88129'}, {'lon': '151.20149', 'lat': '-33.88133'}, {'lon': '151.2013', 'lat': '-33.88141'}]",0,0,0,2,0
174869647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21303', 'lat': '-33.89704'}, {'lon': '151.21309', 'lat': '-33.89698'}, {'lon': '151.21313', 'lat': '-33.89698'}, {'lon': '151.21318', 'lat': '-33.89695'}, {'lon': '151.21322', 'lat': '-33.89698'}]",0,0,0,2,0
174869758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zamia Street,0,0,0,"[{'lon': '151.21333', 'lat': '-33.89576'}, {'lon': '151.21306', 'lat': '-33.89571'}, {'lon': '151.21271', 'lat': '-33.89567'}, {'lon': '151.21266', 'lat': '-33.89566'}, {'lon': '151.21258', 'lat': '-33.89565'}, {'lon': '151.21224', 'lat': '-33.89559'}, {'lon': '151.2119', 'lat': '-33.89555'}, {'lon': '151.21183', 'lat': '-33.89554'}, {'lon': '151.21177', 'lat': '-33.89554'}, {'lon': '151.21138', 'lat': '-33.89548'}, {'lon': '151.21092', 'lat': '-33.89541'}, {'lon': '151.21038', 'lat': '-33.89534'}, {'lon': '151.20996', 'lat': '-33.89529'}, {'lon': '151.20984', 'lat': '-33.89527'}]",0,0,0,1,0
174884513,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.1947', 'lat': '-33.90002'}, {'lon': '151.1947', 'lat': '-33.90009'}, {'lon': '151.195', 'lat': '-33.90096'}]",0,1,0,0,0
174890813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Street,0,0,0,"[{'lon': '151.21112', 'lat': '-33.89158'}, {'lon': '151.21116', 'lat': '-33.89157'}, {'lon': '151.2116', 'lat': '-33.89173'}]",0,0,0,3,0
174890814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Young Street,0,0,0,"[{'lon': '151.21031', 'lat': '-33.89273'}, {'lon': '151.21028', 'lat': '-33.89269'}, {'lon': '151.21032', 'lat': '-33.89247'}, {'lon': '151.21042', 'lat': '-33.8924'}]",0,0,0,0,0
174890815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cleveland Avenue,0,0,0,"[{'lon': '151.21215', 'lat': '-33.89145'}, {'lon': '151.21236', 'lat': '-33.89052'}]",0,0,0,3,0
174898964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retreat,0,0,0,"[{'lon': '151.20151', 'lat': '-33.90226'}, {'lon': '151.2009', 'lat': '-33.90242'}]",0,2,0,3,0
174898968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hiles Lane,0,0,0,"[{'lon': '151.19964', 'lat': '-33.90187'}, {'lon': '151.20035', 'lat': '-33.90377'}]",0,0,0,2,0
175000739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21218', 'lat': '-33.89861'}, {'lon': '151.21287', 'lat': '-33.89871'}, {'lon': '151.21296', 'lat': '-33.89873'}]",0,0,0,1,0
175000742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mount Carmel Way,0,0,1,"[{'lon': '151.20527', 'lat': '-33.89908'}, {'lon': '151.2054', 'lat': '-33.89845'}, {'lon': '151.20543', 'lat': '-33.89832'}]",0,0,0,1,0
175000745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2118', 'lat': '-33.89854'}, {'lon': '151.21218', 'lat': '-33.89861'}]",0,0,0,1,0
175000749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21344', 'lat': '-33.89949'}, {'lon': '151.21341', 'lat': '-33.89959'}, {'lon': '151.2134', 'lat': '-33.89964'}, {'lon': '151.21337', 'lat': '-33.90065'}]",0,0,0,0,0
175000750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2141', 'lat': '-33.8991'}, {'lon': '151.21411', 'lat': '-33.89904'}, {'lon': '151.21417', 'lat': '-33.89876'}, {'lon': '151.2143', 'lat': '-33.89822'}]",0,0,0,0,0
175000812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20984', 'lat': '-33.90083'}, {'lon': '151.2103', 'lat': '-33.90032'}]",0,0,0,0,0
175000813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[{'lon': '151.21244', 'lat': '-33.89789'}, {'lon': '151.21292', 'lat': '-33.89796'}, {'lon': '151.21303', 'lat': '-33.89797'}]",0,0,0,2,0
175021857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[{'lon': '151.21552', 'lat': '-33.89764'}, {'lon': '151.21576', 'lat': '-33.89638'}, {'lon': '151.21578', 'lat': '-33.89633'}, {'lon': '151.21599', 'lat': '-33.89542'}]",0,0,0,0,0
175021859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2162', 'lat': '-33.89375'}, {'lon': '151.21629', 'lat': '-33.89377'}, {'lon': '151.21636', 'lat': '-33.89378'}]",0,0,0,0,0
175021860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21692', 'lat': '-33.89049'}, {'lon': '151.21662', 'lat': '-33.89045'}]",0,0,0,0,0
175021862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parkham Street,0,0,0,"[{'lon': '151.21662', 'lat': '-33.89045'}, {'lon': '151.21531', 'lat': '-33.89027'}, {'lon': '151.21495', 'lat': '-33.89022'}, {'lon': '151.21488', 'lat': '-33.89019'}]",0,0,0,1,0
175021863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21629', 'lat': '-33.89379'}, {'lon': '151.21636', 'lat': '-33.8938'}, {'lon': '151.21646', 'lat': '-33.89381'}]",0,0,0,0,0
175021865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21554', 'lat': '-33.89635'}, {'lon': '151.21555', 'lat': '-33.8963'}]",0,0,0,0,0
175162402,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Kelly Street,0,0,0,"[{'lon': '151.19485', 'lat': '-33.8818'}, {'lon': '151.19561', 'lat': '-33.88174'}, {'lon': '151.196', 'lat': '-33.8817'}, {'lon': '151.19603', 'lat': '-33.8817'}]",0,2,0,0,0
175163107,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Cope Street,0,0,0,"[{'lon': '151.20048', 'lat': '-33.89302'}, {'lon': '151.20053', 'lat': '-33.89279'}, {'lon': '151.20062', 'lat': '-33.89244'}]",1,4,0,0,0
175163108,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glover Lane,0,1,0,"[{'lon': '151.20432', 'lat': '-33.89283'}, {'lon': '151.20419', 'lat': '-33.89349'}]",0,0,0,0,0
175165035,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20062', 'lat': '-33.89244'}, {'lon': '151.20069', 'lat': '-33.89237'}, {'lon': '151.20071', 'lat': '-33.89232'}, {'lon': '151.20075', 'lat': '-33.89225'}, {'lon': '151.20071', 'lat': '-33.8922'}, {'lon': '151.2007', 'lat': '-33.89214'}, {'lon': '151.20078', 'lat': '-33.89182'}]",1,4,0,0,0
175165036,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20065', 'lat': '-33.89205'}, {'lon': '151.20065', 'lat': '-33.89221'}, {'lon': '151.20068', 'lat': '-33.89228'}, {'lon': '151.20071', 'lat': '-33.89232'}]",1,4,0,0,0
175166130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Raglan Street,0,0,0,"[{'lon': '151.20192', 'lat': '-33.89677'}, {'lon': '151.20205', 'lat': '-33.89677'}]",0,0,0,0,0
175189678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.2084', 'lat': '-33.91586'}, {'lon': '151.20829', 'lat': '-33.91594'}, {'lon': '151.20826', 'lat': '-33.91601'}, {'lon': '151.20833', 'lat': '-33.91611'}, {'lon': '151.20848', 'lat': '-33.9161'}, {'lon': '151.20853', 'lat': '-33.91593'}, {'lon': '151.2084', 'lat': '-33.91586'}]",0,0,0,0,0
175192433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21123', 'lat': '-33.92248'}, {'lon': '151.21127', 'lat': '-33.92252'}, {'lon': '151.21139', 'lat': '-33.9225'}]",0,0,0,0,0
175192434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.21123', 'lat': '-33.92248'}, {'lon': '151.21127', 'lat': '-33.92245'}, {'lon': '151.21135', 'lat': '-33.92239'}]",0,0,0,0,0
175193256,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.20045', 'lat': '-33.89115'}, {'lon': '151.20061', 'lat': '-33.89115'}, {'lon': '151.20067', 'lat': '-33.89119'}, {'lon': '151.20073', 'lat': '-33.89123'}, {'lon': '151.20076', 'lat': '-33.89127'}, {'lon': '151.2008', 'lat': '-33.89142'}]",1,3,0,0,0
175193257,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Lane,0,0,0,"[{'lon': '151.1961', 'lat': '-33.88998'}, {'lon': '151.19643', 'lat': '-33.88976'}, {'lon': '151.19706', 'lat': '-33.88888'}]",0,0,0,3,0
175193258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Evans Lane,0,0,0,"[{'lon': '151.19857', 'lat': '-33.88944'}, {'lon': '151.1989', 'lat': '-33.88909'}]",0,0,0,5,0
175193259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodburn Street,0,0,0,"[{'lon': '151.19988', 'lat': '-33.88968'}, {'lon': '151.19992', 'lat': '-33.88971'}, {'lon': '151.20028', 'lat': '-33.88991'}]",0,0,0,1,0
175193260,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regent Place,0,0,0,"[{'lon': '151.20029', 'lat': '-33.89141'}, {'lon': '151.20021', 'lat': '-33.89175'}]",1,4,0,1,0
175257326,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gibbs Lane,0,0,0,"[{'lon': '151.17589', 'lat': '-33.89535'}, {'lon': '151.17535', 'lat': '-33.89411'}]",0,1,0,1,0
175257327,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brookes Lane,0,0,0,"[{'lon': '151.17669', 'lat': '-33.89371'}, {'lon': '151.17723', 'lat': '-33.89494'}]",0,1,0,2,0
175257328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Denison Lane,0,0,0,"[{'lon': '151.17602', 'lat': '-33.89391'}, {'lon': '151.17655', 'lat': '-33.89515'}]",0,1,0,2,0
175260613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salisbury Road,0,0,0,"[{'lon': '151.17846', 'lat': '-33.89118'}, {'lon': '151.17848', 'lat': '-33.89118'}, {'lon': '151.17868', 'lat': '-33.89113'}]",0,0,0,0,0
175260614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canal Road,0,0,0,"[{'lon': '151.17837', 'lat': '-33.91965'}, {'lon': '151.17831', 'lat': '-33.9196'}, {'lon': '151.17822', 'lat': '-33.91952'}, {'lon': '151.17811', 'lat': '-33.91941'}, {'lon': '151.17746', 'lat': '-33.91871'}, {'lon': '151.17669', 'lat': '-33.91784'}]",0,0,0,0,0
175260616,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,King Street,0,0,0,"[{'lon': '151.17912', 'lat': '-33.89728'}, {'lon': '151.17897', 'lat': '-33.89747'}]",0,3,0,3,0
175375356,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Myrtle Street,0,0,0,"[{'lon': '151.19846', 'lat': '-33.88733'}, {'lon': '151.19851', 'lat': '-33.88731'}, {'lon': '151.19857', 'lat': '-33.88731'}]",0,0,0,2,0
175375357,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Levey Street,0,0,0,"[{'lon': '151.19819', 'lat': '-33.88681'}, {'lon': '151.19815', 'lat': '-33.88665'}]",0,0,0,0,0
175376769,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rose Lane,0,0,0,"[{'lon': '151.19469', 'lat': '-33.88921'}, {'lon': '151.19492', 'lat': '-33.88957'}]",0,0,0,0,0
175377606,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Smithers Street,0,0,0,"[{'lon': '151.19815', 'lat': '-33.88665'}, {'lon': '151.19812', 'lat': '-33.88618'}, {'lon': '151.19811', 'lat': '-33.88615'}]",0,0,0,0,0
175377613,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outram Street,0,0,0,"[{'lon': '151.20189', 'lat': '-33.88576'}, {'lon': '151.20226', 'lat': '-33.88571'}, {'lon': '151.20258', 'lat': '-33.88569'}, {'lon': '151.20275', 'lat': '-33.88572'}]",0,0,0,0,0
175379774,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shepherd Lane,0,0,0,"[{'lon': '151.19565', 'lat': '-33.89164'}, {'lon': '151.19554', 'lat': '-33.89127'}, {'lon': '151.19544', 'lat': '-33.89094'}, {'lon': '151.19532', 'lat': '-33.89055'}, {'lon': '151.19522', 'lat': '-33.89019'}, {'lon': '151.19512', 'lat': '-33.88986'}, {'lon': '151.19501', 'lat': '-33.8895'}]",0,1,0,5,0
175380539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgina Street,0,0,0,"[{'lon': '151.18562', 'lat': '-33.89469'}, {'lon': '151.1855', 'lat': '-33.89432'}, {'lon': '151.1852', 'lat': '-33.89336'}]",0,0,0,5,0
175494250,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[{'lon': '151.19367', 'lat': '-33.89136'}, {'lon': '151.19378', 'lat': '-33.89135'}]",0,0,0,0,0
175494251,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackwattle Creek Lane,0,0,0,"[{'lon': '151.19303', 'lat': '-33.8889'}, {'lon': '151.19335', 'lat': '-33.88894'}, {'lon': '151.19374', 'lat': '-33.88896'}, {'lon': '151.1938', 'lat': '-33.88884'}, {'lon': '151.19385', 'lat': '-33.88876'}, {'lon': '151.19393', 'lat': '-33.88878'}, {'lon': '151.19418', 'lat': '-33.88884'}]",0,0,0,0,0
175506793,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hart Street,0,0,0,"[{'lon': '151.20963', 'lat': '-33.88668'}, {'lon': '151.20966', 'lat': '-33.88663'}, {'lon': '151.20984', 'lat': '-33.88631'}, {'lon': '151.2099', 'lat': '-33.88613'}, {'lon': '151.20986', 'lat': '-33.88579'}]",0,1,0,0,0
175506794,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,Corben Street,0,0,0,"[{'lon': '151.21197', 'lat': '-33.88482'}, {'lon': '151.21202', 'lat': '-33.88456'}, {'lon': '151.21218', 'lat': '-33.88383'}]",0,1,0,2,0
175506796,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Little Riley Street,0,0,0,"[{'lon': '151.21198', 'lat': '-33.88657'}, {'lon': '151.21208', 'lat': '-33.88603'}, {'lon': '151.21247', 'lat': '-33.88609'}]",0,0,0,0,0
